,node,rank,time (inc),time,nid,name,module,callees,callers,path,group_path,component_path
164,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",4,1728352.0,583632.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
165,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",5,1875821.0,599077.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
166,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",6,1763540.0,494580.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
167,"{'name': 'CalcHourglassControlForElems', 'type': 'region'}",7,1672215.0,583900.0,17,5,5,[3],[15],"[23, 19, 20, 4, 15, 5]",[23 19 20  4 15  5],[5]
168,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",0,1223331.0,1223331.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
169,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",1,1187834.0,1187834.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
170,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",2,1166060.0,1166060.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
171,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",3,1222919.0,1222919.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
172,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",4,1144720.0,1144720.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
173,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",5,1276744.0,1276744.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
174,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",6,1268960.0,1268960.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
175,"{'name': 'CalcFBHourglassForceForElems', 'type': 'region'}",7,1088315.0,1088315.0,18,3,3,[],[5],"[23, 19, 20, 4, 15, 5, 3]",[23 19 20  4 15  5  3],[3]
176,"{'name': 'IntegrateStressForElems', 'type': 'region'}",0,448597.0,448597.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
177,"{'name': 'IntegrateStressForElems', 'type': 'region'}",1,832046.0,832046.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
178,"{'name': 'IntegrateStressForElems', 'type': 'region'}",2,867711.0,867711.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
179,"{'name': 'IntegrateStressForElems', 'type': 'region'}",3,672966.0,672966.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
180,"{'name': 'IntegrateStressForElems', 'type': 'region'}",4,842913.0,842913.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
181,"{'name': 'IntegrateStressForElems', 'type': 'region'}",5,579856.0,579856.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
182,"{'name': 'IntegrateStressForElems', 'type': 'region'}",6,570142.0,570142.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
183,"{'name': 'IntegrateStressForElems', 'type': 'region'}",7,987804.0,987804.0,16,17,17,[],[15],"[23, 19, 20, 4, 15, 17]",[23 19 20  4 15 17],[17]
184,"{'name': 'TimeIncrement', 'type': 'region'}",0,418469.0,418469.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
185,"{'name': 'TimeIncrement', 'type': 'region'}",1,212402.0,212402.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
186,"{'name': 'TimeIncrement', 'type': 'region'}",2,171635.0,171635.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
187,"{'name': 'TimeIncrement', 'type': 'region'}",3,323519.0,323519.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
188,"{'name': 'TimeIncrement', 'type': 'region'}",4,215603.0,215603.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
189,"{'name': 'TimeIncrement', 'type': 'region'}",5,342333.0,342333.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
190,"{'name': 'TimeIncrement', 'type': 'region'}",6,423809.0,423809.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
191,"{'name': 'TimeIncrement', 'type': 'region'}",7,540.0,540.0,12,21,21,[],[23],"[23, 21]",[23 21],[21]
